BJD - 2454833, Corrected Flux
2774.292528518, 1.033059057,
2774.312960332, 1.033357619,
2774.333392045, 1.033689339,
2774.353823658, 1.033399244,
2774.374255471, 1.032989398,
2774.394687183, 1.033423348,
2774.415118796, 1.033254414,
2774.435550608, 1.033071687,
2774.455982320, 1.032506823,
2774.476413932, 1.032607901,
2774.496845744, 1.033794645,
2774.517277356, 1.032935604,
2774.537709068, 1.033244207,
2774.558140879, 1.033003544,
2774.578572490, 1.032975701,
2774.599004302, 1.032984319,
2774.619436012, 1.033385984,
2774.639867624, 1.032170808,
2774.701162855, 1.033018209,
2774.721594565, 1.033433201,
2774.742026275, 1.032939182,
2774.762457986, 1.032992798,
2774.782889695, 1.033130283,
2774.803321405, 1.032858639,
2774.823753115, 1.032766055,
2774.844184924, 1.032910506,
2774.864616533, 1.032889437,
2774.885048342, 1.032214797,
2774.905480051, 1.032907447,
2774.925911660, 1.032376827,
2774.946343469, 1.032954876,
2774.966775177, 1.033001046,
2774.987206785, 1.032184211,
2775.007638594, 1.032228259,
2775.028070302, 1.032904272,
2775.048501910, 1.032648625,
2775.068933718, 1.031968872,
2775.089365425, 1.032200781,
2775.109797033, 1.032452747,
2775.130228840, 1.032991088,
2775.150660547, 1.032489512,
2775.171092354, 1.032234169,
2775.191523961, 1.031672367,
2775.211955668, 1.031973648,
2775.232387374, 1.032444275,
2775.252819081, 1.032395941,
2775.273250787, 1.031991260,
2775.293682494, 1.032044675,
2775.314114200, 1.031979696,
2775.334545905, 1.032058053,
2775.354977611, 1.032135019,
2775.375409317, 1.031601612,
2775.416272828, 1.032082871,
2775.436704433, 1.032375450,
2775.457136138, 1.031823278,
2775.477567943, 1.032300382,
2775.497999548, 1.031871637,
2775.518431352, 1.031927255,
2775.538863057, 1.031752609,
2775.559294661, 1.031269914,
2775.579726465, 1.031318420,
2775.600158170, 1.031777477,
2775.620589773, 1.032302208,
2775.661453281, 1.031778233,
2775.681884984, 1.032081897,
2775.702316688, 1.032184913,
2775.722748391, 1.031134995,
2775.743180094, 1.031363888,
2775.763611797, 1.031396680,
2775.784043500, 1.031584282,
2775.804475303, 1.031723760,
2775.824906905, 1.031889950,
2775.845338608, 1.031727568,
2775.865770410, 1.031502258,
2775.886202112, 1.031517780,
2775.906633714, 1.030982981,
2775.927065516, 1.031115622,
2775.947497118, 1.031250442,
2775.967928819, 1.031568477,
2775.988360621, 1.031567103,
2776.008792222, 1.031433070,
2776.029223923, 1.031072607,
2776.049655725, 1.031299157,
2776.070087325, 1.030980434,
2776.090519126, 1.030669684,
2776.110950827, 1.031470928,
2776.131382427, 1.030885874,
2776.151814228, 1.031106610,
2776.172245928, 1.031327679,
2776.192677528, 1.030852986,
2776.213109328, 1.030760898,
2776.233541028, 1.030484119,
2776.253972728, 1.029946058,
2776.274404427, 1.030798122,
2776.294836127, 1.030594514,
2776.315267826, 1.030777124,
2776.335699525, 1.030522018,
2776.356131224, 1.030539682,
2776.376563023, 1.031031026,
2776.396994722, 1.030327075,
2776.417426321, 1.030517612,
2776.437858119, 1.030405352,
2776.458289818, 1.030589251,
2776.478721416, 1.030785470,
2776.499153214, 1.030501740,
2776.519584912, 1.031804816,
2776.540016510, 1.030879952,
2776.560448308, 1.030468076,
2776.580880005, 1.030288772,
2776.601311603, 1.030577119,
2776.662606794, 1.030561324,
2776.683038491, 1.030025514,
2776.703470188, 1.030067574,
2776.723901885, 1.030537238,
2776.744333582, 1.030270396,
2776.764765278, 1.030450593,
2776.785196974, 1.030281598,
2776.805628671, 1.029978155,
2776.826060367, 1.030041556,
2776.846492063, 1.030060164,
2776.866923758, 1.030466615,
2776.887355454, 1.030291750,
2776.907787250, 1.030047844,
2776.928218845, 1.030376316,
2776.948650640, 1.029790210,
2776.969082336, 1.030188716,
2776.989513931, 1.029407517,
2777.009945726, 1.030236900,
2777.030377420, 1.029618272,
2777.050809015, 1.029727372,
2777.071240810, 1.029833794,
2777.091672504, 1.029522596,
2777.112104098, 1.029766233,
2777.132535893, 1.029362775,
2777.152967587, 1.029077425,
2777.173399181, 1.029531330,
2777.193830974, 1.029269959,
2777.214262668, 1.029488056,
2777.234694462, 1.029542104,
2777.255126055, 1.029538703,
2777.275557749, 1.029479193,
2777.295989542, 1.029727006,
2777.316421135, 1.029571665,
2777.336852828, 1.028834820,
2777.357284521, 1.029220599,
2777.377716313, 1.029516002,
2777.398147906, 1.029328807,
2777.418579698, 1.028835638,
2777.439011291, 1.029357430,
2777.459442983, 1.029088522,
2777.479874775, 1.028915567,
2777.500306367, 1.029157070,
2777.520738159, 1.028560468,
2777.541169851, 1.029377588,
2777.561601442, 1.028658465,
2777.582033234, 1.029193152,
2777.602464925, 1.029601526,
2777.622896516, 1.029321445,
2777.643328308, 1.028584437,
2777.663759999, 1.028854551,
2777.684191589, 1.028603372,
2777.704623380, 1.028783166,
2777.725055071, 1.029153594,
2777.745486861, 1.028792470,
2777.765918452, 1.029019175,
2777.786350142, 1.028906669,
2777.806781932, 1.029048961,
2777.827213523, 1.029591495,
2777.847645213, 1.028830605,
2777.868077002, 1.028791681,
2777.888508692, 1.029599999,
2777.908940282, 1.028030609,
2777.929372071, 1.028939893,
2777.949803761, 1.028636818,
2777.970235350, 1.029084502,
2777.990667139, 1.028820699,
2778.011098828, 1.028456417,
2778.031530617, 1.028357074,
2778.051962206, 1.028003920,
2778.072393894, 1.028144646,
2778.092825583, 1.028066603,
2778.113257271, 1.028460468,
2778.133688960, 1.028654056,
2778.154120648, 1.028508814,
2778.174552336, 1.028624289,
2778.194983924, 1.028271046,
2778.215415712, 1.028445449,
2778.235847400, 1.027802302,
2778.256279087, 1.027603151,
2778.276710775, 1.028018703,
2778.297142462, 1.027350280,
2778.317574250, 1.028140910,
2778.338005837, 1.027893536,
2778.358437524, 1.028431678,
2778.378869311, 1.027714013,
2778.399300998, 1.027966253,
2778.419732585, 1.027623761,
2778.440164371, 1.028274820,
2778.460596058, 1.027745452,
2778.481027644, 1.028136408,
2778.501459431, 1.027801381,
2778.521891117, 1.027638567,
2778.542322703, 1.027736092,
2778.562754489, 1.027680542,
2778.603617961, 1.027069930,
2778.624049546, 1.027753210,
2778.644481232, 1.027504399,
2778.664913017, 1.026954049,
2778.685344603, 1.027923960,
2778.705776288, 1.027747439,
2778.726208073, 1.028289997,
2778.746639658, 1.026980690,
2778.767071343, 1.027797526,
2778.787503128, 1.026991665,
2778.807934712, 1.027586646,
2778.828366397, 1.027139238,
2778.848798081, 1.027131173,
2778.869229766, 1.027465432,
2778.889661550, 1.026627494,
2778.910093134, 1.027096545,
2778.930524818, 1.027000558,
2778.950956602, 1.026459163,
2778.971388286, 1.026881087,
2778.991819870, 1.027346892,
2779.012251653, 1.027247968,
2779.032683337, 1.026993973,
2779.053114920, 1.026774313,
2779.073546703, 1.026792522,
2779.093978387, 1.026812381,
2779.114410170, 1.026674198,
2779.134841753, 1.025820132,
2779.155273436, 1.026723876,
2779.175705218, 1.026787481,
2779.196136801, 1.026528531,
2779.216568484, 1.027019381,
2779.237000266, 1.026839760,
2779.257431849, 1.026995373,
2779.277863531, 1.026333740,
2779.298295313, 1.026204709,
2779.318726895, 1.026684013,
2779.339158577, 1.026540455,
2779.359590359, 1.026564140,
2779.380022041, 1.025985758,
2779.400453722, 1.025947642,
2779.420885404, 1.026478649,
2779.441317085, 1.026216582,
2779.461748767, 1.026808991,
2779.482180448, 1.025776834,
2779.502612129, 1.025844381,
2779.523043810, 1.026605427,
2779.543475491, 1.026316264,
2779.563907172, 1.026007263,
2779.584338852, 1.026099027,
2779.604770533, 1.025872154,
2779.625202114, 1.026047373,
2779.645633894, 1.026007652,
2779.666065574, 1.026410959,
2779.686497355, 1.025170390,
2779.706928935, 1.025906794,
2779.727360615, 1.026599245,
2779.747792395, 1.026106339,
2779.768223975, 1.026367740,
2779.788655654, 1.025896649,
2779.809087434, 1.026072394,
2779.829519014, 1.025770366,
2779.849950693, 1.025327988,
2779.870382472, 1.025639125,
2779.890814052, 1.025741823,
2779.911245831, 1.025269205,
2779.931677510, 1.025312892,
2779.952109189, 1.025764206,
2779.972540868, 1.025368096,
2779.992972547, 1.025699756,
2780.013404225, 1.025484260,
2780.033836004, 1.024917175,
2780.054267582, 1.025598124,
2780.074699261, 1.026012791,
2780.095131039, 1.025253556,
2780.115562617, 1.025815540,
2780.135994295, 1.025293058,
2780.156426073, 1.025435623,
2780.176857651, 1.025228491,
2780.197289429, 1.025759396,
2780.217721107, 1.025007935,
2780.238152685, 1.024911567,
2780.258584462, 1.025680066,
2780.279016140, 1.027213444,
2780.319879494, 1.025202522,
2780.340311072, 1.025389259,
2780.360742749, 1.025242076,
2780.381174526, 1.025715542,
2780.401606103, 1.024699857,
2780.422037779, 1.025374484,
2780.442469556, 1.025464663,
2780.462901233, 1.025934099,
2780.483332909, 1.025531870,
2780.503764586, 1.025361470,
2780.524196262, 1.025302186,
2780.585491291, 1.025028044,
2780.605923067, 1.025043086,
2780.626354643, 1.025255490,
2780.646786318, 1.024913911,
2780.667218094, 1.025015806,
2780.687649670, 1.024793759,
2780.708081445, 1.025065663,
2780.728513121, 1.025000886,
2780.748944696, 1.024541447,
2780.769376472, 1.024450286,
2780.789808147, 1.024794933,
2780.810239722, 1.024970874,
2780.830671497, 1.024747358,
2780.851103172, 1.023980981,
2780.871534847, 1.024513845,
2780.891966522, 1.024680993,
2780.912398196, 1.024658823,
2780.932829871, 1.024069741,
2780.953261545, 1.024387794,
2780.973693220, 1.024508617,
2780.994124894, 1.024463778,
2781.014556568, 1.024054086,
2781.034988243, 1.024332912,
2781.055419917, 1.024532986,
2781.075851591, 1.024020199,
2781.096283265, 1.024413205,
2781.116715038, 1.023634884,
2781.137146612, 1.024663327,
2781.157578286, 1.023941379,
2781.178010059, 1.024377617,
2781.198441633, 1.024063754,
2781.218873406, 1.024200187,
2781.239305080, 1.024028266,
2781.259736653, 1.024207266,
2781.280168426, 1.024405526,
2781.300600099, 1.023943463,
2781.321031672, 1.024308298,
2781.341463445, 1.024318242,
2781.361895118, 1.024388871,
2781.382326691, 1.024291422,
2781.402758463, 1.023890386,
2781.423190136, 1.024048688,
2781.443621809, 1.024829275,
2781.464053481, 1.023848195,
2781.484485153, 1.024038056,
2781.504916925, 1.024087628,
2781.545780170, 1.024777868,
2781.566211942, 1.024431657,
2781.586643614, 1.029675950,
2781.607075186, 1.024173234,
2781.627506958, 1.024298898,
2781.647938629, 1.024100231,
2781.668370201, 1.023874080,
2781.688801972, 1.024281057,
2781.709233544, 1.024371052,
2781.729665315, 1.024087882,
2781.750096987, 1.024338170,
2781.770528558, 1.023866400,
2781.790960329, 1.024141685,
2781.811392000, 1.024319171,
2781.831823571, 1.023188930,
2781.852255342, 1.023760406,
2781.872687013, 1.024080216,
2781.893118584, 1.024017509,
2781.913550354, 1.024272613,
2781.933982025, 1.024030230,
2781.954413695, 1.023858655,
2781.974845366, 1.023704981,
2781.995277036, 1.023907617,
2782.015708807, 1.023291397,
2782.036140377, 1.023705176,
2782.056572047, 1.023722209,
2782.077003817, 1.023811746,
2782.097435487, 1.023810280,
2782.117867057, 1.023093682,
2782.138298827, 1.023384458,
2782.158730497, 1.023898011,
2782.179162067, 1.023439331,
2782.199593836, 1.023284927,
2782.220025506, 1.023315508,
2782.240457275, 1.023702144,
2782.281320514, 1.023647968,
2782.301752283, 1.024157049,
2782.322183853, 1.023456130,
2782.342615522, 1.022789310,
2782.363047291, 1.023566421,
2782.383478860, 1.022890471,
2782.403910529, 1.024393461,
2782.424342198, 1.023289990,
2782.444773866, 1.023896553,
2782.465205635, 1.023500930,
2782.485637204, 1.023798540,
2782.526500641, 1.023626639,
2782.546932209, 1.023328104,
2782.567363878, 1.023562061,
2782.587795646, 1.023353636,
2782.608227214, 1.023291458,
2782.628658882, 1.023209782,
2782.649090650, 1.023314630,
2782.669522318, 1.022940447,
2782.689953886, 1.023386374,
2782.710385654, 1.023067652,
2782.730817322, 1.022936349,
2782.771680658, 1.023019156,
2782.792112325, 1.023059086,
2782.812544093, 1.022474125,
2782.832975660, 1.023076592,
2782.853407328, 1.022681810,
2782.873839095, 1.023461692,
2782.894270662, 1.022735085,
2782.914702329, 1.022969255,
2782.935134097, 1.022739138,
2782.955565664, 1.022360038,
2782.975997431, 1.022515259,
2782.996429098, 1.022757882,
2783.016860664, 1.022779151,
2783.037292431, 1.022785487,
2783.057724098, 1.022714462,
2783.078155765, 1.022442946,
2783.098587431, 1.022343023,
2783.119019098, 1.022612811,
2783.139450764, 1.022795874,
2783.159882431, 1.023046004,
2783.180314097, 1.022368851,
2783.200745663, 1.022569824,
2783.221177430, 1.023294686,
2783.241609096, 1.022669551,
